CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,BLOCKXCOORD,BLOCKYCOORD,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT
12037530,3/23/2013 10:00:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,392607,143559,3,3E,SECOND,202,11
12055744,8/19/2013 12:00:00 AM,MIDNIGHT,SEX ABUSE,OTHERS,9/13/2013 8:00:19 AM,1400 - 1499 BLOCK OF CHAPIN STREET NW,397088,139298,1,1B,THIRD,304,2
12058169,5/13/2013 12:00:00 AM,MIDNIGHT,SEX ABUSE,OTHERS,9/13/2013 8:00:20 AM,1900 - 1999 BLOCK OF 9TH STREET NW,397921.52,138712.81,1,1B,THIRD,305,3
12174206,8/26/2013 12:00:00 AM,MIDNIGHT,SEX ABUSE,OTHERS,9/13/2013 8:00:20 AM,2480 - 2599 BLOCK OF 16TH STREET NW,396835,139458,1,1C,THIRD,303,1
12182426,1/1/2013 12:15:00 AM,MIDNIGHT,ROBBERY,GUN,9/13/2013 8:00:21 AM,4700 - 4899 BLOCK OF C STREET SE,405689.0700192320,135331.4354830180,7,7E,SIXTH,604,33
12182429,1/1/2013 12:50:00 AM,MIDNIGHT,BURGLARY,OTHERS,9/13/2013 8:00:19 AM,1200 - 1299 BLOCK OF G STREET NE,400930,136784,6,6A,FIRST,104,25
12182465,1/1/2013 12:18:00 AM,MIDNIGHT,ROBBERY,GUN,9/13/2013 8:00:21 AM,200 - 299 BLOCK OF 37TH PLACE SE,404182,135422,7,7F,SIXTH,603,32
12182466,1/1/2013 2:10:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,3700 - 3841 BLOCK OF 9TH STREET SE,400504,129677,8,8E,SEVENTH,706,39
12182489,1/1/2013 1:28:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,9/13/2013 8:00:20 AM,2900 - 2999 BLOCK OF 7TH STREET NE,400331,139898,5,5E,FIFTH,502,21
12182502,1/1/2013 3:00:00 AM,MIDNIGHT,THEFT/OTHER,OTHERS,9/13/2013 8:00:19 AM,1200 - 1299 BLOCK OF H STREET NE,400930,136927,6,6A,FIRST,104,25
12182505,1/1/2013 2:29:00 AM,MIDNIGHT,ROBBERY,GUN,9/13/2013 8:00:19 AM,7400  - 7499 BLOCK OF EASTERN AVENUE NW,398027,145959,4,4B,FOURTH,401,17
12182510,1/1/2013 2:24:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,9/13/2013 8:00:21 AM,1400 - 1499 BLOCK OF M STREET NW,397095,137532,2,2F,SECOND,207,8,DOWNTOWN
12182530,1/1/2013 3:10:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,9/13/2013 8:00:20 AM,2300 - 2399 BLOCK OF PITTS PLACE SE,401251,132444,8,8A,SEVENTH,701,28
12182534,1/1/2013 3:12:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/13/2013 8:00:20 AM,2710 - 2731 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400346,131109,8,8C,SEVENTH,707,
12182544,1/1/2013 3:31:00 AM,MIDNIGHT,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,400 - 499 BLOCK OF NEWTON PLACE NW,398267,140692,1,1A,FOURTH,409,2
12182550,1/1/2013 3:45:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:21 AM,FENWICK STREET NE AND OKIE STREET NE,401335.81001519,138518.25999798,5,5D,FIFTH,505,23
12182554,1/1/2013 3:38:00 AM,MIDNIGHT,ROBBERY,OTHERS,9/13/2013 8:00:20 AM,ONTARIO ROAD NW AND OLD MORGAN SCHOOL PLACE NW,396588.96876279,139046.15625447,1,1C,THIRD,303,1
12182577,1/1/2013 4:23:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/13/2013 8:00:19 AM,4200 - 4232 BLOCK OF 4TH STREET SE,399950,128916,8,8D,SEVENTH,708,39
12182585,1/1/2013 3:27:00 AM,MIDNIGHT,BURGLARY,OTHERS,9/13/2013 8:00:21 AM,300 - 319 BLOCK OF 34TH STREET SE,403685,135308,7,7B,SIXTH,603,32
12182587,1/1/2013 3:31:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,OTHERS,9/13/2013 8:00:20 AM,4900  - 4999 BLOCK OF 4TH STREET NW,398480,142516,4,4D,FOURTH,407,18
12182599,1/1/2013 5:19:00 AM,MIDNIGHT,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,200 - 299 BLOCK OF 58TH STREET NE,407132,136008,7,7C,SIXTH,608,31
12182608,1/1/2013 3:56:00 AM,MIDNIGHT,SEX ABUSE,OTHERS,9/13/2013 8:00:20 AM,1700 - 1799 BLOCK OF RHODE ISLAND AVENUE NW,396547,137583,2,2B,SECOND,208,6,GOLDEN TRIANGLE
12182612,1/1/2013 7:30:00 AM,DAY,ROBBERY,GUN,9/13/2013 8:00:21 AM,1155 - 1199 BLOCK OF 1ST TERRACE NW,399030,137469,6,6E,FIRST,103,8
12182627,1/1/2013 8:30:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,4200 - 4399 BLOCK OF EASTERN AVENUE NE,402524.7114562960,141458.4243847040,5,5B,FIFTH,503,20
12182633,1/1/2013 7:51:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,700 - 799 BLOCK OF V STREET NW,398055,138877,1,1B,THIRD,305,3
13000003,1/1/2013 7:50:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,OTHERS,9/13/2013 8:00:21 AM,733 - 927 BLOCK OF JEFFERSON STREET NE,400604,143160,5,5A,FOURTH,405,19
13000013,1/1/2013 9:27:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:19 AM,3RD STREET NE AND I STREET NE,399823.37999779,137052.57999662,6,6C,FIRST,104,25
13000015,1/1/2013 9:26:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,1300 - 1335 BLOCK OF 18TH STREET NW,396385,137809,2,2B,SECOND,208,6,GOLDEN TRIANGLE
13000019,1/1/2013 9:32:00 AM,DAY,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,1600 - 1699 BLOCK OF KENILWORTH AVENUE NE,405654,138217,7,7D,SIXTH,601,29
13000022,1/1/2013 9:59:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:19 AM,1700 - 1733 BLOCK OF COLUMBIA ROAD NW,396561,139643,1,1C,FOURTH,408,1,ADAMS MORGAN
13000031,1/1/2013 10:57:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:21 AM,4353 - 4499 BLOCK OF 16TH STREET NE,401417,141769,5,5B,FOURTH,405,20
13000036,1/1/2013 9:40:00 AM,DAY,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,1200 - 1299 BLOCK OF 33RD PLACE SE,403570,134147,7,7B,SIXTH,605,34
13000037,1/1/2013 11:00:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,1300 - 1399 BLOCK OF U STREET NW,397330,138792,1,1B,THIRD,305,3
13000039,1/1/2013 11:32:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,1300 - 1331 BLOCK OF Q STREET NW,397375.6550675180,138140.8402216250,2,2F,THIRD,307,7
13000045,1/1/2013 12:57:00 PM,DAY,BURGLARY,OTHERS,9/13/2013 8:00:21 AM,1900 - 2299 BLOCK OF S STREET SE,402068,133380,8,8A,SEVENTH,701,34
13000056,1/1/2013 12:58:00 PM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,18TH STREET NW AND Q STREET NW,396386.21874660,138141.43750163,2,2B,THIRD,301,6
13000065,1/1/2013 1:12:00 PM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,900 - 999 BLOCK OF 9TH STREET NW,397919,137069,2,2C,FIRST,102,8,DOWNTOWN
13000066,1/1/2013 1:15:00 PM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:19 AM,3300 - 3399 BLOCK OF DUBOIS PLACE SE,403586,135264,7,7B,SIXTH,603,32
13000076,1/1/2013 1:48:00 PM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,1600 - 1699 BLOCK OF S STREET NW,396748,138470,2,2B,THIRD,301,6
13000084,1/1/2013 1:33:00 PM,DAY,MOTOR VEHICLE THEFT,OTHERS,9/13/2013 8:00:21 AM,4500 - 4533 BLOCK OF SOUTH DAKOTA AVENUE NE,401190,141876,5,5A,FOURTH,405,20
13000090,1/1/2013 2:26:00 PM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,4400  - 4499 BLOCK OF ILLINOIS AVENUE NW,398245,141867,4,4C,FOURTH,407,18
13000094,1/1/2013 2:18:00 PM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:19 AM,1800 - 1899 BLOCK OF K STREET NW,396307.0780745260,137186.46450874,2,2B,SECOND,207,6,GOLDEN TRIANGLE
13000096,1/1/2013 2:48:00 PM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:19 AM,14TH STREET NW AND CORCORAN STREET NW,397229.11999538,138223.21999770,2,2F,THIRD,307,7
13000119,1/1/2013 4:45:00 PM,EVENING,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,4600 - 4617 BLOCK OF WESTERN AVENUE NW,391395,142482,3,3E,SECOND,202,11
13000120,1/1/2013 3:40:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,4800 - 4899 BLOCK OF EASTERN AVENUE NE,401611,142322,5,5B,FOURTH,405,20
13000122,1/1/2013 3:29:00 PM,EVENING,MOTOR VEHICLE THEFT,OTHERS,9/13/2013 8:00:21 AM,2600 - 2699 BLOCK OF WOODLEY ROAD NW,395317,139759,3,3C,SECOND,204,15
13000125,1/1/2013 3:53:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,393930,143053,3,3F,SECOND,203,10
13000137,1/1/2013 11:45:00 AM,DAY,MOTOR VEHICLE THEFT,OTHERS,9/13/2013 8:00:19 AM,100 - 263 BLOCK OF MICHIGAN AVENUE NE,399610,140102,5,5A,FIFTH,502,21
13000142,1/1/2013 5:35:00 PM,EVENING,ARSON,OTHERS,9/13/2013 8:00:21 AM,2589 - 2671 BLOCK OF NAYLOR ROAD SE,402595,132803,8,8B,SIXTH,606,35
13000147,1/1/2013 3:28:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,3100 - 3299 BLOCK OF 14TH STREET NW,397162,140182,1,1A,THIRD,302,2
13000148,1/1/2013 5:40:00 PM,EVENING,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,8TH STREET SE AND A STREET SE,400436.91999836,135648.27999531,6,6B,FIRST,107,26
13000149,1/1/2013 4:49:00 PM,EVENING,ROBBERY,GUN,9/13/2013 8:00:21 AM,4600 - 4615 BLOCK OF POLK STREET NE,405566.44,137941.14,7,7D,SIXTH,602,31
13000150,1/1/2013 4:11:00 PM,EVENING,BURGLARY,OTHERS,9/13/2013 8:00:21 AM,100 - 199 BLOCK OF P STREET SW,398878,133801,6,6D,FIRST,105,9
13000180,1/1/2013 7:00:00 PM,EVENING,ROBBERY,GUN,9/13/2013 8:00:20 AM,1400  - 1599 BLOCK OF KENNEDY STREET NW,396973.96,143146.12,4,4C,FOURTH,403,18
13000183,1/1/2013 6:30:00 PM,EVENING,ROBBERY,OTHERS,9/13/2013 8:00:21 AM,300 - 399 BLOCK OF GALLOWAY STREET NE,399996,142748,5,5A,FOURTH,405,20
13000206,1/1/2013 7:37:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,100  - 199 BLOCK OF JEFFERSON STREET NW,398906,143076,4,4D,FOURTH,403,18
13000213,1/1/2013 7:18:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,700 - 799 BLOCK OF 11TH STREET NE,400735,136855,6,6A,FIRST,104,25
13000223,1/1/2013 7:56:00 PM,EVENING,BURGLARY,GUN,9/13/2013 8:00:21 AM,6300  - 6311 BLOCK OF 5TH STREET NW,398275,144278,4,4B,FOURTH,402,17
13000227,1/1/2013 8:24:00 PM,EVENING,BURGLARY,OTHERS,9/13/2013 8:00:21 AM,2502 - 2533 BLOCK OF I STREET NW,395314,136983,2,2A,SECOND,207,5
13000230,1/1/2013 8:40:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,4800  - 4817 BLOCK OF GEORGIA AVENUE NW,397660,142303,4,4C,FOURTH,407,18
13000233,1/1/2013 9:06:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:19 AM,1400 - 1499 BLOCK OF P STREET NW,397115,137977,2,2F,SECOND,208,7
13000235,1/2/2013 5:00:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,43RD ROAD NE AND BENNING ROAD NE,405120.34000271,136049.45999569,7,7F,SIXTH,603,33
13000243,1/1/2013 9:12:00 PM,EVENING,ROBBERY,OTHERS,9/13/2013 8:00:20 AM,4200 - 4399 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405127,137046,7,7D,SIXTH,602,30
13000245,1/1/2013 9:11:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,9/13/2013 8:00:20 AM,900  - 999 BLOCK OF SHEPHERD STREET NW,397725,141317,4,4C,FOURTH,404,18
13000253,1/1/2013 10:00:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,2400 - 2499 BLOCK OF 18TH STREET NW,396326,139306,1,1C,THIRD,303,1,ADAMS MORGAN
13000273,1/1/2013 11:48:00 PM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,2400 - 2499 BLOCK OF SHANNON PLACE SE,400530,132799,8,8A,SEVENTH,703,37
13000280,1/2/2013 1:39:00 AM,MIDNIGHT,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,1640 - 1699 BLOCK OF TRINIDAD AVENUE NE,401449,137734,5,5D,FIFTH,506,23
13000290,1/2/2013 12:10:00 AM,MIDNIGHT,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,4400 - 4499 BLOCK OF HAYES STREET NE,405355,136876,7,7C,SIXTH,602,30
13000300,1/2/2013 1:03:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,1700 - 1799 BLOCK OF MASSACHUSETTS AVENUE NW,396523,137847,2,2B,SECOND,208,6
13000320,1/2/2013 2:00:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,2100 - 2199 BLOCK OF 24TH PLACE NE,402466.0615362410,139176.6420785870,5,5C,FIFTH,503,22
13000323,1/2/2013 2:30:00 AM,MIDNIGHT,ROBBERY,KNIFE,9/13/2013 8:00:20 AM,16 - 75 BLOCK OF M STREET NW,399069,137532,6,6E,FIRST,103,8
13000324,1/2/2013 3:04:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,2200 - 2299 BLOCK OF 25TH PLACE NE,402521,139240,5,5C,FIFTH,504,22
13000325,1/2/2013 3:18:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,2200 - 2299 BLOCK OF 25TH PLACE NE,402521,139240,5,5C,FIFTH,503,22
13000326,1/2/2013 3:47:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:19 AM,3100 - 3199 BLOCK OF BLADENSBURG ROAD NE,403459,140142,5,5C,FIFTH,506,24
13000327,1/2/2013 2:37:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:19 AM,2100 - 2199 BLOCK OF 24TH PLACE NE,402466.0615362410,139176.6420785870,5,5C,FIFTH,503,22
13000329,1/2/2013 3:01:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,2800 - 3099 BLOCK OF V STREET NE,402835,139007,5,5C,FIFTH,503,24
13000330,1/2/2013 4:04:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,9/13/2013 8:00:21 AM,2800 - 3099 BLOCK OF V STREET NE,402835,139007,5,5C,FIFTH,503,24
13000335,1/2/2013 3:43:00 AM,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,9/13/2013 8:00:19 AM,600 - 699 BLOCK OF 14TH STREET NE,401257,136696,6,6A,FIRST,108,25
13000348,1/2/2013 7:15:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,3500 - 3599 BLOCK OF 15TH STREET NE,401345,140608,5,5B,FIFTH,504,22
13000353,1/2/2013 7:16:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,3600 - 3699 BLOCK OF NEWARK STREET NW,393784,140752,3,3C,SECOND,203,15
13000354,1/2/2013 7:10:00 AM,DAY,MOTOR VEHICLE THEFT,OTHERS,9/13/2013 8:00:20 AM,5700  - 5719 BLOCK OF 9TH STREET NW,397756,143432,4,4B,FOURTH,403,18
13000360,1/2/2013 8:14:00 AM,DAY,MOTOR VEHICLE THEFT,OTHERS,9/13/2013 8:00:20 AM,200 - 299 BLOCK OF 13TH STREET NE,401014,136104,6,6A,FIRST,108,25
13000361,1/2/2013 8:02:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,1206 - 1259 BLOCK OF 10TH STREET NW,397746,137620,2,2F,THIRD,307,7
13000364,1/2/2013 8:46:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,17TH STREET NW AND CHURCH STREET NW,396661.95001086,138058.75999755,2,2B,SECOND,208,6
13000376,1/2/2013 9:46:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:19 AM,2500 - 2517 BLOCK OF HURSTON LANE NE,404166,139415,5,5C,FIFTH,503,24
13000378,1/2/2013 9:30:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,9/13/2013 8:00:19 AM,5300  - 5399 BLOCK OF ILLINOIS AVENUE NW,397706,142972,4,4D,FOURTH,403,18
13000380,1/2/2013 10:20:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:19 AM,1220 - 1299 BLOCK OF 19TH STREET NW,396231,137666,2,2B,SECOND,208,6,GOLDEN TRIANGLE
13000385,1/2/2013 9:19:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,5729  - 5799 BLOCK OF COLORADO AVENUE NW,397376,143540,4,4A,FOURTH,403,18
13000389,1/2/2013 9:26:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,1000 - 1050 BLOCK OF CONNECTICUT AVENUE NW,396559,137255,2,2B,SECOND,207,6,GOLDEN TRIANGLE
13000392,1/2/2013 9:00:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:20 AM,1 - 99 BLOCK OF QUINCY PLACE NW,399110,138221,5,5E,FIFTH,501,21
13000393,1/2/2013 10:00:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,700 - 799 BLOCK OF 7TH STREET NW,398098,136808,2,2C,FIRST,102,8,DOWNTOWN
13000394,1/2/2013 9:20:00 AM,DAY,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,1700 - 1799 BLOCK OF MASSACHUSETTS AVENUE NW,396523,137847,2,2B,SECOND,208,6
13000398,1/2/2013 9:57:00 AM,DAY,MOTOR VEHICLE THEFT,OTHERS,9/13/2013 8:00:21 AM,800 - 899 BLOCK OF 51ST STREET NE,406321,136994,7,7C,SIXTH,608,31
13000405,1/2/2013 10:55:00 AM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:21 AM,1800 - 1899 BLOCK OF NEWTON STREET NW,396294,140699,1,1D,FOURTH,408,2
13000410,1/2/2013 11:00:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,1000 - 1099 BLOCK OF N STREET NW,397700,137709,2,2F,THIRD,307,7
13000411,1/2/2013 11:06:00 AM,DAY,BURGLARY,OTHERS,9/13/2013 8:00:21 AM,1700 - 1799 BLOCK OF MASSACHUSETTS AVENUE NW,396523,137847,2,2B,SECOND,208,6
13000420,1/2/2013 10:29:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,400 - 538 BLOCK OF LEBAUM STREET SE,399943,131197,8,8C,SEVENTH,707,39
13000421,1/2/2013 10:28:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:19 AM,2 - 99 BLOCK OF L STREET NE,399351,137319,6,6C,FIRST,103,25,NOMA
13000430,1/2/2013 10:25:00 AM,DAY,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,1700 - 1771 BLOCK OF N STREET NW,396522,137709,2,2B,SECOND,208,6
13000431,1/2/2013 9:47:00 AM,DAY,SEX ABUSE,OTHERS,9/13/2013 8:00:21 AM,5400  - 5499 BLOCK OF 7TH STREET NW,398068,143104,4,4D,FOURTH,403,18
13000441,1/2/2013 12:00:00 PM,DAY,ROBBERY,OTHERS,9/13/2013 8:00:19 AM,4400 - 4499 BLOCK OF BENNING ROAD NE,405327,135921,7,7D,SIXTH,608,32
13000444,1/2/2013 11:58:00 AM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,1300 - 1337 BLOCK OF 10TH STREET NW,397746,137783,2,2F,THIRD,307,7
13000446,1/2/2013 11:39:00 AM,DAY,ROBBERY,GUN,9/13/2013 8:00:20 AM,4298 - 4313 BLOCK OF SOUTHERN AVENUE SE,405371,133631,7,7E,SIXTH,605,32
13000450,1/2/2013 12:25:00 PM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,2822 - 2899 BLOCK OF GEORGIA AVENUE NW,398011,139902,1,1B,THIRD,304,2
13000458,1/2/2013 1:15:00 PM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,4200 - 4399 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405127,137046,7,7D,SIXTH,602,30
13000459,1/2/2013 12:58:00 PM,DAY,ROBBERY,GUN,9/13/2013 8:00:21 AM,2200 - 2299 BLOCK OF GEORGIA AVENUE NW,398100,139069,1,1B,THIRD,306,3
13000463,1/2/2013 12:36:00 PM,DAY,THEFT/OTHER,GUN,9/13/2013 8:00:20 AM,52 - 113 BLOCK OF IRVING STREET NW,398793,140371,5,5E,FOURTH,405,21
13000465,1/2/2013 1:00:00 PM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,1ST STREET NW AND NEW YORK AVENUE NW,398945.26444497,137601.24662113,6,5E,FIRST,103,8
13000471,1/2/2013 2:10:00 PM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:20 AM,1300 - 1499 BLOCK OF MASSACHUSETTS AVENUE NW,397216.27781937,137538.4454370660,2,2F,THIRD,307,8,DOWNTOWN
13000473,1/2/2013 2:01:00 PM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:21 AM,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NE,401329,139677,5,5C,FIFTH,504,22
13000479,1/2/2013 2:40:00 PM,DAY,THEFT F/AUTO,OTHERS,9/13/2013 8:00:21 AM,K STREET NW AND 9TH STREET NW,397919.15382002,137137.45148469,2,2C,FIRST,102,8,DOWNTOWN
13000482,1/2/2013 3:20:00 PM,EVENING,ROBBERY,GUN,9/13/2013 8:00:20 AM,1400 - 1446 BLOCK OF BANGOR STREET SE,401079.7559989550,132522.9515444120,8,8A,SEVENTH,701,28
13000484,1/2/2013 12:41:00 PM,DAY,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,2330 - 2399 BLOCK OF ELVANS ROAD SE,401315,131878,8,8B,SEVENTH,703,37
13000485,1/2/2013 3:15:00 PM,EVENING,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,1000 - 1099 BLOCK OF 19TH STREET NW,396230,137254,2,2B,SECOND,207,6,GOLDEN TRIANGLE
13000493,1/2/2013 2:45:00 PM,DAY,THEFT/OTHER,OTHERS,9/13/2013 8:00:21 AM,4400 - 4699 BLOCK OF CLAY STREET NE,405462,136225,7,7D,SIXTH,602,30
13000495,1/2/2013 2:43:00 PM,DAY,BURGLARY,OTHERS,9/13/2013 8:00:20 AM,4953 - 5099 BLOCK OF G STREET SE,406004,134756,7,7E,SIXTH,604,33
13000497,1/2/2013 3:30:00 PM,EVENING,THEFT F/AUTO,OTHERS,9/13/2013 8:00:19 AM,3500 - 3599 BLOCK OF 36TH STREET NW,393854,140993,3,3C,SECOND,203,15
